476272.5.peg.1	476272.21.peg.3947.RUMHYD_00002
476272.5.peg.2808	476272.21.peg.798.RUMHYD_02668
476272.5.peg.2809	476272.21.peg.799.RUMHYD_02669
476272.5.peg.2810	476272.21.peg.800.RUMHYD_02670
476272.5.peg.2811	476272.21.peg.803.RUMHYD_02673
476272.5.peg.2812	476272.21.peg.804.RUMHYD_02675
476272.5.peg.2813	476272.21.peg.805.RUMHYD_02676
476272.5.peg.2814	476272.21.peg.806.RUMHYD_02677
476272.5.peg.2815	476272.21.peg.807.RUMHYD_02678
476272.5.peg.2816	476272.21.peg.808.RUMHYD_02679
476272.5.peg.2817	476272.21.peg.809.RUMHYD_02680
476272.5.peg.2818	476272.21.peg.810.RUMHYD_02681
476272.5.peg.2819	476272.21.peg.811.RUMHYD_02682
476272.5.peg.2820	476272.21.peg.812.RUMHYD_02683
476272.5.peg.2821	476272.21.peg.813.RUMHYD_02684
476272.5.peg.2822	476272.21.peg.814
476272.5.peg.2161	476272.21.peg.815.RUMHYD_02686
476272.5.peg.2162	476272.21.peg.816.RUMHYD_02687
476272.5.peg.2163	476272.21.peg.817.RUMHYD_02688
476272.5.peg.2164	476272.21.peg.818.RUMHYD_02689
476272.5.peg.2166	476272.21.peg.819.RUMHYD_02690
476272.5.peg.2167	476272.21.peg.820.RUMHYD_02691
476272.5.peg.2169	476272.21.peg.822.RUMHYD_02692
476272.5.peg.2170	476272.21.peg.823.RUMHYD_02693
476272.5.peg.2171	476272.21.peg.826.RUMHYD_02696
476272.5.peg.2172	476272.21.peg.827.RUMHYD_02697
476272.5.peg.2173	476272.21.peg.828.RUMHYD_02698
476272.5.peg.2174	476272.21.peg.829.RUMHYD_02699
476272.5.peg.2175	476272.21.peg.830.RUMHYD_02700
476272.5.peg.2176	476272.21.peg.831.RUMHYD_02701
476272.5.peg.2177	476272.21.peg.832.RUMHYD_02702
476272.5.peg.2178	476272.21.peg.833.RUMHYD_02703
476272.5.peg.2179	476272.21.peg.834.RUMHYD_02704
476272.5.peg.2180	476272.21.peg.835.RUMHYD_02705
476272.5.peg.2181	476272.21.peg.836.RUMHYD_02706
476272.5.peg.2182	476272.21.peg.839.RUMHYD_02708
476272.5.peg.2183	476272.21.peg.840.RUMHYD_02709
476272.5.peg.2184	476272.21.peg.841.RUMHYD_02710
476272.5.peg.2185	476272.21.peg.842.RUMHYD_02711
476272.5.peg.2186	476272.21.peg.843.RUMHYD_02712
476272.5.peg.2187	476272.21.peg.844.RUMHYD_02713
476272.5.peg.2188	476272.21.peg.845.RUMHYD_02714
476272.5.peg.2189	476272.21.peg.846.RUMHYD_02715
476272.5.peg.2190	476272.21.peg.847.RUMHYD_02716
476272.5.peg.2191	476272.21.peg.848.RUMHYD_02717
476272.5.peg.2192	476272.21.peg.849.RUMHYD_02718
476272.5.peg.2193	476272.21.peg.851.RUMHYD_02720
476272.5.peg.2194	476272.21.peg.852.RUMHYD_02721
476272.5.peg.2195	476272.21.peg.853.RUMHYD_02722
476272.5.peg.2196	476272.21.peg.855.RUMHYD_02724
476272.5.peg.2197	476272.21.peg.856.RUMHYD_02725
476272.5.peg.2198	476272.21.peg.857.RUMHYD_02726
476272.5.peg.2199	476272.21.peg.858.RUMHYD_02727
476272.5.peg.2200	476272.21.peg.859.RUMHYD_02728
476272.5.peg.2201	476272.21.peg.860.RUMHYD_02729
476272.5.peg.2202	476272.21.peg.861.RUMHYD_02730
476272.5.peg.2203	476272.21.peg.862.RUMHYD_02731
476272.5.peg.2204	476272.21.peg.863.RUMHYD_02733
476272.5.peg.2205	476272.21.peg.864.RUMHYD_02734
476272.5.peg.2206	476272.21.peg.865.RUMHYD_02735
476272.5.peg.2207	476272.21.peg.866.RUMHYD_02736
476272.5.peg.2208	476272.21.peg.867.RUMHYD_02737
476272.5.peg.2209	476272.21.peg.868.RUMHYD_02738
476272.5.peg.2210	476272.21.peg.869.RUMHYD_02739
476272.5.peg.2211	476272.21.peg.870.RUMHYD_02740
476272.5.peg.2212	476272.21.peg.871.RUMHYD_02741
476272.5.peg.2213	476272.21.peg.872.RUMHYD_02742
476272.5.peg.2214	476272.21.peg.874.RUMHYD_02744
476272.5.peg.2215	476272.21.peg.875.RUMHYD_02745
476272.5.peg.2216	476272.21.peg.877.RUMHYD_02747
476272.5.peg.2217	476272.21.peg.878.RUMHYD_02748
476272.5.peg.2218	476272.21.peg.879.RUMHYD_02749
476272.5.peg.2219	476272.21.peg.880.RUMHYD_02750
476272.5.peg.2220	476272.21.peg.881.RUMHYD_02751
476272.5.peg.2221	476272.21.peg.882.RUMHYD_02752
476272.5.peg.2222	476272.21.peg.883.RUMHYD_02753
476272.5.peg.2223	476272.21.peg.884.RUMHYD_02754
476272.5.peg.2224	476272.21.peg.885.RUMHYD_02755
476272.5.peg.2225	476272.21.peg.886.RUMHYD_02756
476272.5.peg.2226	476272.21.peg.887.RUMHYD_02757
476272.5.peg.2227	476272.21.peg.888.RUMHYD_02758
476272.5.peg.2228	476272.21.peg.889.RUMHYD_02759
476272.5.peg.2229	476272.21.peg.890.RUMHYD_02760
476272.5.peg.2230	476272.21.peg.891.RUMHYD_02761
476272.5.peg.2231	476272.21.peg.893.RUMHYD_02763
476272.5.peg.2232	476272.21.peg.894.RUMHYD_02764
476272.5.peg.2233	476272.21.peg.895.RUMHYD_02765
476272.5.peg.2234	476272.21.peg.896.RUMHYD_02766
476272.5.peg.2235	476272.21.peg.897.RUMHYD_02767
476272.5.peg.2236	476272.21.peg.898.RUMHYD_02768
476272.5.peg.2237	476272.21.peg.899.RUMHYD_02769
476272.5.peg.2238	476272.21.peg.900.RUMHYD_02770
476272.5.peg.2239	476272.21.peg.901.RUMHYD_02771
476272.5.peg.2240	476272.21.peg.902.RUMHYD_02772
476272.5.peg.2241	476272.21.peg.904.RUMHYD_02774
476272.5.peg.2242	476272.21.peg.906.RUMHYD_02776
476272.5.peg.2243	476272.21.peg.907.RUMHYD_02777
476272.5.peg.2244	476272.21.peg.908.RUMHYD_02778
476272.5.peg.2245	476272.21.peg.909.RUMHYD_02779
476272.5.peg.2246	476272.21.peg.911.RUMHYD_02781
476272.5.peg.2247	476272.21.peg.912.RUMHYD_02782
476272.5.peg.2248	476272.21.peg.913.RUMHYD_02783
476272.5.peg.2249	476272.21.peg.914.RUMHYD_02784
476272.5.peg.2250	476272.21.peg.915.RUMHYD_02785
476272.5.peg.2251	476272.21.peg.916.RUMHYD_02786
476272.5.peg.2252	476272.21.peg.917.RUMHYD_02787
476272.5.peg.2253	476272.21.peg.918.RUMHYD_02788
476272.5.peg.2254	476272.21.peg.919.RUMHYD_02789
476272.5.peg.2255	476272.21.peg.920.RUMHYD_02790
476272.5.peg.2256	476272.21.peg.921.RUMHYD_02791
476272.5.peg.2257	476272.21.peg.923.RUMHYD_02793
476272.5.peg.2258	476272.21.peg.924.RUMHYD_02794
476272.5.peg.2259	476272.21.peg.925.RUMHYD_02795
476272.5.peg.2260	476272.21.peg.926.RUMHYD_02796
476272.5.peg.2261	476272.21.peg.927.RUMHYD_02797
476272.5.peg.2262	476272.21.peg.928.RUMHYD_02798
476272.5.peg.2263	476272.21.peg.929.RUMHYD_02799
476272.5.peg.2264	476272.21.peg.930.RUMHYD_02800
476272.5.peg.2265	476272.21.peg.931.RUMHYD_02801
476272.5.peg.2266	476272.21.peg.932.RUMHYD_02802
476272.5.peg.2267	476272.21.peg.933.RUMHYD_02803
476272.5.peg.2268	476272.21.peg.934.RUMHYD_02804
476272.5.peg.2269	476272.21.peg.935.RUMHYD_02805
476272.5.peg.2270	476272.21.peg.936.RUMHYD_02806
476272.5.peg.2271	476272.21.peg.937.RUMHYD_02807
476272.5.peg.2272	476272.21.peg.938.RUMHYD_02808
476272.5.peg.2273	476272.21.peg.939.RUMHYD_02809
476272.5.peg.2274	476272.21.peg.940.RUMHYD_02810
476272.5.peg.2275	476272.21.peg.941
476272.5.peg.2276	476272.21.peg.942.RUMHYD_02811
476272.5.peg.2277	476272.21.peg.943.RUMHYD_02812
476272.5.peg.2278	476272.21.peg.944.RUMHYD_02813
476272.5.peg.2279	476272.21.peg.945.RUMHYD_02814
476272.5.peg.2280	476272.21.peg.946.RUMHYD_02815
476272.5.peg.2281	476272.21.peg.947.RUMHYD_02816
476272.5.peg.2295	476272.21.peg.950.RUMHYD_02818
476272.5.peg.2296	476272.21.peg.951.RUMHYD_02819
476272.5.peg.2297	476272.21.peg.952.RUMHYD_02820
476272.5.peg.2298	476272.21.peg.954.RUMHYD_02822
476272.5.peg.2299	476272.21.peg.956.RUMHYD_02824
476272.5.peg.2300	476272.21.peg.958.RUMHYD_02826
476272.5.peg.2301	476272.21.peg.959.RUMHYD_02827
476272.5.peg.2302	476272.21.peg.961.RUMHYD_02829
476272.5.peg.2303	476272.21.peg.964.RUMHYD_02831
476272.5.peg.2304	476272.21.peg.965.RUMHYD_02832
476272.5.peg.2305	476272.21.peg.966.RUMHYD_02833
476272.5.peg.2306	476272.21.peg.967.RUMHYD_02834
476272.5.peg.2307	476272.21.peg.970.RUMHYD_02837
476272.5.peg.2308	476272.21.peg.971
476272.5.peg.2309	476272.21.peg.972.RUMHYD_02838
476272.5.peg.2310	476272.21.peg.974.RUMHYD_02840
476272.5.peg.2311	476272.21.peg.975.RUMHYD_02841
476272.5.peg.2312	476272.21.peg.977.RUMHYD_02843
476272.5.peg.2313	476272.21.peg.978.RUMHYD_02844
476272.5.peg.2314	476272.21.peg.979.RUMHYD_02845
476272.5.peg.2315	476272.21.peg.980.RUMHYD_02846
476272.5.peg.2316	476272.21.peg.981.RUMHYD_02847
476272.5.peg.2317	476272.21.peg.983.RUMHYD_02849
476272.5.peg.2318	476272.21.peg.984.RUMHYD_02850
476272.5.peg.2319	476272.21.peg.985.RUMHYD_02851
476272.5.peg.2320	476272.21.peg.986.RUMHYD_02852
476272.5.peg.2321	476272.21.peg.987.RUMHYD_02853
476272.5.peg.2322	476272.21.peg.988.RUMHYD_02854
476272.5.peg.2323	476272.21.peg.989.RUMHYD_02855
476272.5.peg.2324	476272.21.peg.990.RUMHYD_02856
476272.5.peg.2325	476272.21.peg.992.RUMHYD_02858
476272.5.peg.2326	476272.21.peg.993.RUMHYD_02859
476272.5.peg.2327	476272.21.peg.994.RUMHYD_02860
476272.5.peg.2328	476272.21.peg.995.RUMHYD_02861
476272.5.peg.2329	476272.21.peg.996.RUMHYD_02862
476272.5.peg.2330	476272.21.peg.997.RUMHYD_02863
476272.5.peg.2331	476272.21.peg.998.RUMHYD_02864
476272.5.peg.2332	476272.21.peg.999.RUMHYD_02865
476272.5.peg.2333	476272.21.peg.1000.RUMHYD_02866
476272.5.peg.2334	476272.21.peg.1001.RUMHYD_02867
476272.5.peg.2335	476272.21.peg.1002.RUMHYD_02868
476272.5.peg.2336	476272.21.peg.1003.RUMHYD_02869
476272.5.peg.2337	476272.21.peg.1004.RUMHYD_02870
476272.5.peg.2338	476272.21.peg.1005.RUMHYD_02871
476272.5.peg.2339	476272.21.peg.1006.RUMHYD_02872
476272.5.peg.2340	476272.21.peg.1007.RUMHYD_02873
476272.5.peg.2341	476272.21.peg.1008.RUMHYD_02874
476272.5.peg.2342	476272.21.peg.1009.RUMHYD_02876
476272.5.peg.2343	476272.21.peg.1010.RUMHYD_02877
476272.5.peg.2344	476272.21.peg.1012.RUMHYD_02879
476272.5.peg.2345	476272.21.peg.1013.RUMHYD_02880
476272.5.peg.2346	476272.21.peg.1014.RUMHYD_02881
476272.5.peg.2347	476272.21.peg.1015.RUMHYD_02882
476272.5.peg.2348	476272.21.peg.1016.RUMHYD_02883
476272.5.peg.2349	476272.21.peg.1017.RUMHYD_02884
476272.5.peg.2350	476272.21.peg.1018.RUMHYD_02885
476272.5.peg.2351	476272.21.peg.1019.RUMHYD_02886
476272.5.peg.2352	476272.21.peg.1020.RUMHYD_02887
476272.5.peg.2353	476272.21.peg.1021.RUMHYD_02888
476272.5.peg.2354	476272.21.peg.1023.RUMHYD_02891
476272.5.peg.2355	476272.21.peg.1025.RUMHYD_02893
476272.5.peg.2356	476272.21.peg.1026.RUMHYD_02894
476272.5.peg.2357	476272.21.peg.1027
476272.5.peg.2358	476272.21.peg.1028.RUMHYD_02896
476272.5.peg.2359	476272.21.peg.1031.RUMHYD_02897
476272.5.peg.2360	476272.21.peg.1032.RUMHYD_02898
476272.5.peg.2361	476272.21.peg.1033.RUMHYD_02899
476272.5.peg.2362	476272.21.peg.1034.RUMHYD_02900
476272.5.peg.2363	476272.21.peg.1036.RUMHYD_02902
476272.5.peg.2364	476272.21.peg.1037.RUMHYD_02903
476272.5.peg.2365	476272.21.peg.1039.RUMHYD_02905
476272.5.peg.2366	476272.21.peg.1041.RUMHYD_02907
476272.5.peg.2367	476272.21.peg.1043.RUMHYD_02908
476272.5.peg.2368	476272.21.peg.1044.RUMHYD_02909
476272.5.peg.2369	476272.21.peg.1045.RUMHYD_02910
476272.5.peg.2370	476272.21.peg.1046.RUMHYD_02912
476272.5.peg.2371	476272.21.peg.1047.RUMHYD_02913
476272.5.peg.2372	476272.21.peg.1048.RUMHYD_02914
476272.5.peg.2373	476272.21.peg.1051.RUMHYD_02916
476272.5.peg.2374	476272.21.peg.1052.RUMHYD_02917
476272.5.peg.2375	476272.21.peg.1053.RUMHYD_02918
476272.5.peg.2376	476272.21.peg.1054.RUMHYD_02920
476272.5.peg.2377	476272.21.peg.1055.RUMHYD_02921
476272.5.peg.2378	476272.21.peg.1056.RUMHYD_02922
476272.5.peg.2379	476272.21.peg.1058.RUMHYD_02924
476272.5.peg.2380	476272.21.peg.1060.RUMHYD_02926
476272.5.peg.2381	476272.21.peg.1062.RUMHYD_02928
476272.5.peg.2382	476272.21.peg.1063.RUMHYD_02929
476272.5.peg.2383	476272.21.peg.1064.RUMHYD_02930
476272.5.peg.2384	476272.21.peg.1065.RUMHYD_02931
476272.5.peg.2385	476272.21.peg.1066.RUMHYD_02932
476272.5.peg.2386	476272.21.peg.1067.RUMHYD_02933
476272.5.peg.2387	476272.21.peg.1068.RUMHYD_02934
476272.5.peg.2388	476272.21.peg.1069.RUMHYD_02935
476272.5.peg.2389	476272.21.peg.1070.RUMHYD_02936
476272.5.peg.2390	476272.21.peg.1071.RUMHYD_02937
476272.5.peg.2392	476272.21.peg.1072.RUMHYD_02938
476272.5.peg.2393	476272.21.peg.1073.RUMHYD_02939
476272.5.peg.2394	476272.21.peg.1074.RUMHYD_02940
476272.5.peg.2395	476272.21.peg.1075.RUMHYD_02941
476272.5.peg.2396	476272.21.peg.1077.RUMHYD_02943
476272.5.peg.2397	476272.21.peg.1078.RUMHYD_02944
476272.5.peg.2398	476272.21.peg.1079.RUMHYD_02945
476272.5.peg.2399	476272.21.peg.1080.RUMHYD_02946
476272.5.peg.2400	476272.21.peg.1081.RUMHYD_02947
476272.5.peg.2401	476272.21.peg.1082.RUMHYD_02948
476272.5.peg.2403	476272.21.peg.1083.RUMHYD_02949
476272.5.peg.2404	476272.21.peg.1085.RUMHYD_02950
476272.5.peg.2405	476272.21.peg.1086.RUMHYD_02951
476272.5.peg.2406	476272.21.peg.1088.RUMHYD_02952
476272.5.peg.2407	476272.21.peg.1089.RUMHYD_02954
476272.5.peg.2408	476272.21.peg.1090.RUMHYD_02955
476272.5.peg.2409	476272.21.peg.1091.RUMHYD_02956
476272.5.peg.2410	476272.21.peg.1093.RUMHYD_02958
476272.5.peg.2411	476272.21.peg.1094.RUMHYD_02959
476272.5.peg.2412	476272.21.peg.1095.RUMHYD_02960
476272.5.peg.2413	476272.21.peg.1096.RUMHYD_02961
476272.5.peg.2414	476272.21.peg.1097.RUMHYD_02962
476272.5.peg.2416	476272.21.peg.1098.RUMHYD_02963
476272.5.peg.2417	476272.21.peg.1099.RUMHYD_02964
476272.5.peg.2418	476272.21.peg.1101.RUMHYD_02966
476272.5.peg.2419	476272.21.peg.1102.RUMHYD_02967
476272.5.peg.2420	476272.21.peg.1104.RUMHYD_02969
476272.5.peg.2421	476272.21.peg.1105.RUMHYD_02970
476272.5.peg.2422	476272.21.peg.1107.RUMHYD_02972
476272.5.peg.2423	476272.21.peg.1108.RUMHYD_02973
476272.5.peg.2424	476272.21.peg.1109.RUMHYD_02974
476272.5.peg.2425	476272.21.peg.1110.RUMHYD_02975
476272.5.peg.2426	476272.21.peg.1111.RUMHYD_02976
476272.5.peg.2427	476272.21.peg.1112.RUMHYD_02977
476272.5.peg.2428	476272.21.peg.1113.RUMHYD_02978
476272.5.peg.2429	476272.21.peg.1114.RUMHYD_02979
476272.5.peg.2430	476272.21.peg.1115.RUMHYD_02980
476272.5.peg.2431	476272.21.peg.1116.RUMHYD_02981
476272.5.peg.2432	476272.21.peg.1117.RUMHYD_02982
476272.5.peg.2433	476272.21.peg.1119.RUMHYD_02984
476272.5.peg.2434	476272.21.peg.1120.RUMHYD_02985
476272.5.peg.2435	476272.21.peg.1121.RUMHYD_02987
476272.5.peg.2436	476272.21.peg.1122
476272.5.peg.2437	476272.21.peg.1123.RUMHYD_02988
476272.5.peg.2438	476272.21.peg.1124.RUMHYD_02989
476272.5.peg.2439	476272.21.peg.1125.RUMHYD_02990
476272.5.peg.2440	476272.21.peg.1127.RUMHYD_02992
476272.5.peg.2441	476272.21.peg.1129.RUMHYD_02994
476272.5.peg.2442	476272.21.peg.1130.RUMHYD_02995
476272.5.peg.2443	476272.21.peg.1131.RUMHYD_02996
476272.5.peg.2444	476272.21.peg.1132
476272.5.peg.2445	476272.21.peg.1133.RUMHYD_02997
476272.5.peg.2446	476272.21.peg.1134.RUMHYD_02998
476272.5.peg.2447	476272.21.peg.1135.RUMHYD_02999
476272.5.peg.2448	476272.21.peg.1136.RUMHYD_03000
476272.5.peg.2449	476272.21.peg.1137.RUMHYD_03001
476272.5.peg.2451	476272.21.peg.1138.RUMHYD_03002
476272.5.peg.2452	476272.21.peg.1139.RUMHYD_03003
476272.5.peg.2453	476272.21.peg.1140.RUMHYD_03004
476272.5.peg.2454	476272.21.peg.1141.RUMHYD_03005
476272.5.peg.2455	476272.21.peg.1142.RUMHYD_03006
476272.5.peg.2456	476272.21.peg.1143.RUMHYD_03007
476272.5.peg.2457	476272.21.peg.1145.RUMHYD_03009
476272.5.peg.2458	476272.21.peg.1146.RUMHYD_03010
476272.5.peg.2459	476272.21.peg.1147.RUMHYD_03011
476272.5.peg.2460	476272.21.peg.1148.RUMHYD_03012
476272.5.peg.2461	476272.21.peg.1150.RUMHYD_03015
476272.5.peg.2463	476272.21.peg.1151.RUMHYD_03017
476272.5.peg.2464	476272.21.peg.1152.RUMHYD_03018
476272.5.peg.2465	476272.21.peg.1153.RUMHYD_03019
476272.5.peg.2466	476272.21.peg.1154.RUMHYD_03020
476272.5.peg.2467	476272.21.peg.1155.RUMHYD_03021
476272.5.peg.2468	476272.21.peg.1157.RUMHYD_03023
476272.5.peg.2469	476272.21.peg.1158.RUMHYD_03024
476272.5.peg.2470	476272.21.peg.1160.RUMHYD_03026
476272.5.peg.2471	476272.21.peg.1161.RUMHYD_03027
476272.5.peg.2472	476272.21.peg.1162.RUMHYD_03028
476272.5.peg.2473	476272.21.peg.1163.RUMHYD_03029
476272.5.peg.2474	476272.21.peg.1165.RUMHYD_03031
476272.5.peg.2475	476272.21.peg.1166.RUMHYD_03032
476272.5.peg.2476	476272.21.peg.1167.RUMHYD_03033
476272.5.peg.2477	476272.21.peg.1168.RUMHYD_03034
476272.5.peg.2478	476272.21.peg.1169.RUMHYD_03035
476272.5.peg.2479	476272.21.peg.1170.RUMHYD_03036
476272.5.peg.2480	476272.21.peg.1171.RUMHYD_03037
476272.5.peg.2481	476272.21.peg.1172.RUMHYD_03038
476272.5.peg.2482	476272.21.peg.1173.RUMHYD_03039
476272.5.peg.2483	476272.21.peg.1174.RUMHYD_03040
476272.5.peg.2484	476272.21.peg.1175.RUMHYD_03041
476272.5.peg.2485	476272.21.peg.1176.RUMHYD_03042
476272.5.peg.2486	476272.21.peg.1177.RUMHYD_03043
476272.5.peg.2488	476272.21.peg.1178.RUMHYD_03045
476272.5.peg.2489	476272.21.peg.1179.RUMHYD_03046
476272.5.peg.2490	476272.21.peg.1180.RUMHYD_03047
476272.5.peg.2491	476272.21.peg.1181.RUMHYD_03048
476272.5.peg.2492	476272.21.peg.1182.RUMHYD_03049
476272.5.peg.2493	476272.21.peg.1183.RUMHYD_03050
476272.5.peg.2494	476272.21.peg.1184.RUMHYD_03051
476272.5.peg.2495	476272.21.peg.1185.RUMHYD_03052
476272.5.peg.2496	476272.21.peg.1186.RUMHYD_03053
476272.5.peg.2497	476272.21.peg.1187.RUMHYD_03054
476272.5.peg.2498	476272.21.peg.1188.RUMHYD_03055
476272.5.peg.2499	476272.21.peg.1189.RUMHYD_03056
476272.5.peg.2500	476272.21.peg.1190.RUMHYD_03057
476272.5.peg.2501	476272.21.peg.1192.RUMHYD_03059
476272.5.peg.2502	476272.21.peg.1193.RUMHYD_03060
476272.5.peg.2503	476272.21.peg.1194.RUMHYD_03061
476272.5.peg.2504	476272.21.peg.1195.RUMHYD_03062
476272.5.peg.2505	476272.21.peg.1196.RUMHYD_03063
476272.5.peg.2506	476272.21.peg.1197.RUMHYD_03064
476272.5.peg.2507	476272.21.peg.1198.RUMHYD_03065
476272.5.peg.2508	476272.21.peg.1199.RUMHYD_03066
476272.5.peg.2509	476272.21.peg.1200.RUMHYD_03067
476272.5.peg.2510	476272.21.peg.1201.RUMHYD_03068
476272.5.peg.2511	476272.21.peg.1202.RUMHYD_03069
476272.5.peg.2512	476272.21.peg.1203.RUMHYD_03070
476272.5.peg.2513	476272.21.peg.1204.RUMHYD_03071
476272.5.peg.2514	476272.21.peg.1205.RUMHYD_03072
476272.5.peg.2515	476272.21.peg.1206.RUMHYD_03073
476272.5.peg.2516	476272.21.peg.1207.RUMHYD_03074
476272.5.peg.2517	476272.21.peg.1208.RUMHYD_03075
476272.5.peg.2518	476272.21.peg.1209.RUMHYD_03076
476272.5.peg.2519	476272.21.peg.1210.RUMHYD_03077
476272.5.peg.2520	476272.21.peg.1211.RUMHYD_03078
476272.5.peg.2521	476272.21.peg.1212.RUMHYD_03079
476272.5.peg.2532	476272.21.peg.1214.RUMHYD_03081
476272.5.peg.2533	476272.21.peg.1215.RUMHYD_03082
476272.5.peg.2534	476272.21.peg.1216.RUMHYD_03083
476272.5.peg.2535	476272.21.peg.1219.RUMHYD_03086
476272.5.peg.2536	476272.21.peg.1220.RUMHYD_03087
476272.5.peg.2537	476272.21.peg.1221.RUMHYD_03088
476272.5.peg.2538	476272.21.peg.1222.RUMHYD_03089
476272.5.peg.2539	476272.21.peg.1223.RUMHYD_03091
476272.5.peg.2540	476272.21.peg.1224.RUMHYD_03092
476272.5.peg.2541	476272.21.peg.1225.RUMHYD_03093
476272.5.peg.2542	476272.21.peg.1226.RUMHYD_03094
476272.5.peg.2543	476272.21.peg.1227.RUMHYD_03095
476272.5.peg.2544	476272.21.peg.1228.RUMHYD_03096
476272.5.peg.2545	476272.21.peg.1229.RUMHYD_03098
476272.5.peg.2546	476272.21.peg.1230.RUMHYD_03099
476272.5.peg.2547	476272.21.peg.1231.RUMHYD_03100
476272.5.peg.2548	476272.21.peg.1232.RUMHYD_03101
476272.5.peg.2549	476272.21.peg.1233.RUMHYD_03102
476272.5.peg.2550	476272.21.peg.1234.RUMHYD_03103
476272.5.peg.2551	476272.21.peg.1236.RUMHYD_03105
476272.5.peg.2552	476272.21.peg.1238.RUMHYD_03107
476272.5.peg.2553	476272.21.peg.1239.RUMHYD_03108
476272.5.peg.2554	476272.21.peg.1240.RUMHYD_03109
476272.5.peg.2555	476272.21.peg.1241.RUMHYD_03110
476272.5.peg.2556	476272.21.peg.1242.RUMHYD_03111
476272.5.peg.2557	476272.21.peg.1243.RUMHYD_03112
476272.5.peg.2558	476272.21.peg.1246.RUMHYD_03114
476272.5.peg.2559	476272.21.peg.1247.RUMHYD_03115
476272.5.peg.2560	476272.21.peg.1248.RUMHYD_03116
476272.5.peg.2561	476272.21.peg.1249.RUMHYD_03117
476272.5.peg.2562	476272.21.peg.1250.RUMHYD_03118
476272.5.peg.2563	476272.21.peg.1252.RUMHYD_03120
476272.5.peg.2564	476272.21.peg.1254.RUMHYD_03123
476272.5.peg.2565	476272.21.peg.1255
476272.5.peg.2566	476272.21.peg.1256.RUMHYD_03125
476272.5.peg.2567	476272.21.peg.1258.RUMHYD_03127
476272.5.peg.2568	476272.21.peg.1259.RUMHYD_03128
476272.5.peg.2569	476272.21.peg.1260.RUMHYD_03129
476272.5.peg.2570	476272.21.peg.1261.RUMHYD_03130
476272.5.peg.2571	476272.21.peg.1263.RUMHYD_03139
476272.5.peg.2572	476272.21.peg.1264.RUMHYD_03140
476272.5.peg.2573	476272.21.peg.1265.RUMHYD_03141
476272.5.peg.2574	476272.21.peg.1266.RUMHYD_03142
476272.5.peg.2575	476272.21.peg.1267.RUMHYD_03143
476272.5.peg.2576	476272.21.peg.1268
476272.5.peg.2577	476272.21.peg.1269.RUMHYD_03144
476272.5.peg.2578	476272.21.peg.1270.RUMHYD_03145
476272.5.peg.2579	476272.21.peg.1271.RUMHYD_03147
476272.5.peg.2580	476272.21.peg.1272.RUMHYD_03148
476272.5.peg.2581	476272.21.peg.1273.RUMHYD_03149
476272.5.peg.2582	476272.21.peg.1274.RUMHYD_03150
476272.5.peg.2583	476272.21.peg.1275.RUMHYD_03151
476272.5.peg.2584	476272.21.peg.1276.RUMHYD_03152
476272.5.peg.2585	476272.21.peg.1277.RUMHYD_03153
476272.5.peg.2586	476272.21.peg.1278.RUMHYD_03154
476272.5.peg.2587	476272.21.peg.1280.RUMHYD_03156
476272.5.peg.2588	476272.21.peg.1281.RUMHYD_03157
476272.5.peg.2589	476272.21.peg.1282.RUMHYD_03158
476272.5.peg.2590	476272.21.peg.1283.RUMHYD_03159
476272.5.peg.2591	476272.21.peg.1285.RUMHYD_03161
476272.5.peg.2592	476272.21.peg.1286.RUMHYD_03162
476272.5.peg.2593	476272.21.peg.1287.RUMHYD_03164
476272.5.peg.2594	476272.21.peg.1288.RUMHYD_03165
476272.5.peg.2595	476272.21.peg.1289.RUMHYD_03166
476272.5.peg.2596	476272.21.peg.1290.RUMHYD_03167
476272.5.peg.2597	476272.21.peg.1291.RUMHYD_03168
476272.5.peg.2598	476272.21.peg.1293.RUMHYD_03170
476272.5.peg.2599	476272.21.peg.1295.RUMHYD_03172
476272.5.peg.2600	476272.21.peg.1296.RUMHYD_03173
476272.5.peg.2601	476272.21.peg.1297.RUMHYD_03174
476272.5.peg.2602	476272.21.peg.1298.RUMHYD_03175
476272.5.peg.2603	476272.21.peg.1299.RUMHYD_03176
476272.5.peg.2604	476272.21.peg.1300.RUMHYD_03177
476272.5.peg.2605	476272.21.peg.1301.RUMHYD_03178
476272.5.peg.2606	476272.21.peg.1302.RUMHYD_03179
476272.5.peg.2607	476272.21.peg.1304
476272.5.peg.2608	476272.21.peg.1305.RUMHYD_03181
476272.5.peg.2609	476272.21.peg.1306.RUMHYD_03182
476272.5.peg.2610	476272.21.peg.1307.RUMHYD_03183
476272.5.peg.2611	476272.21.peg.1308.RUMHYD_03184
476272.5.peg.2612	476272.21.peg.1309.RUMHYD_03185
476272.5.peg.2613	476272.21.peg.1313.RUMHYD_03188
476272.5.peg.2614	476272.21.peg.1314.RUMHYD_03189
476272.5.peg.2615	476272.21.peg.1315.RUMHYD_03190
476272.5.peg.2616	476272.21.peg.1316.RUMHYD_03191
476272.5.peg.2617	476272.21.peg.1317.RUMHYD_03192
476272.5.peg.2618	476272.21.peg.1318.RUMHYD_03193
476272.5.peg.2619	476272.21.peg.1319.RUMHYD_03194
476272.5.peg.2621	476272.21.peg.1320.RUMHYD_03196
