geneID	bh_t14_A	bh_t14_B	bh_t14_C	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C
RUMHYD_02820	1878	1838	1068	4161.597	3127	3941	170	143	114
RUMHYD_02821	157	469	325	2621.765	1494	1950	118	66	58
RUMHYD_02822	376	527	395	1847.242	766	1112	80	56	59
RUMHYD_02823	142	178	93	1440.639	758.122	813	99	54	70
RUMHYD_02824	879	477	422	2590.299	1422.755	1486.407	159	102	126.636
RUMHYD_02825	376	442	201.286	2133.576	1303.546	1296.573	153.749	53.423	66.374
RUMHYD_02826	738	538	276.714	2530.543	1381.578	1164.019	173.251	146.577	96.99
RUMHYD_02827	397	168	107	48	10	4	190	5	41
RUMHYD_02828	254	27	28	22	5	2	144	8	30
RUMHYD_02829	4171.738	2226.883	1671.247	679.239	119.995	153	126.862	44	106
RUMHYD_02830	3239.262	883.117	1001.753	649.761	159.005	65	113.138	80	81
RUMHYD_02831	6169	7872	4545.592	5949.432	1742.33	1153	1985.875	1049.012	1051.138
RUMHYD_02832	4631.233	4922.969	3428.307	4779.381	1747.874	890.368	1522.532	828.075	721.107
RUMHYD_02833	19806.752	10171.031	8408.693	7801.246	2875.126	1518.632	3540.382	2353.925	2162.259
RUMHYD_02834	16593	16772	9876	17535.402	6379.191	3192	6932.233	4302.039	4036.352
RUMHYD_02835	861	253	346	609.934	173.809	67	371.017	281.961	242.716
RUMHYD_02836	12	14	1	19.044	21	2	34.213	2	6.932
RUMHYD_02837	265	107	67	114	25	3	76	45	55
RUMHYD_02838	1257	1244	451	1679	427	227	1255	1095	820
RUMHYD_02839	23	75	16	32	11	7	97	2	38
RUMHYD_02840	2616	1796	1587	1298	282	178	2694	1044	1052
RUMHYD_02841	1522	1111	1015	1347	357	120	1172	1108	1028
RUMHYD_02842	1208	754	359	418	155	141	330	200	116
RUMHYD_02843	8633.483	5981.65	3433.001	4368.758	1476.998	1037.425	2741.815	2114.729	1285.922
RUMHYD_02844	16467.303	32358.334	14372.794	14770.266	7556.815	8437.537	5469.096	4923.019	3252.926
RUMHYD_02845	72870.214	98642.017	56072.205	38937.57	20954.485	23170.037	14935.089	9991.251	7723.305
RUMHYD_02846	13697.703	22211.891	8514.003	15797.014	8297.763	7745	8399.377	3767.479	2980.126
RUMHYD_02847	34656.227	43865.109	26899.997	32766.126	14211.715	16752	16366.195	13036.115	10382.369
RUMHYD_02848	2171.07	2203.693	1012.329	1800.27	727.529	825.826	353.082	315.883	257.993
RUMHYD_02849	1369	1290.307	509.671	2048.154	966	573.174	582.345	520.523	402.36
RUMHYD_02850	1485	2343	925	1649	812.909	874	444.208	473	385.508
RUMHYD_02851	120	90	70	130	71.997	49	103.792	49	53.491
RUMHYD_02852	457	856.113	402	598.946	233.6	212	427.285	200	218.337
RUMHYD_02853	32589.437	57069.689	24842.062	35781.401	11944.665	17446.801	28578.137	25854.622	25324.158
RUMHYD_02854	31171.561	90707.698	45730.938	42492.029	16682.613	23403.747	18988.247	10703.373	11333.682
RUMHYD_02855	1015.002	2576.044	1269.584	1782.805	695.227	665.685	1738.215	1047.141	1065.825
RUMHYD_02856	9357.705	10342.017	6135.452	7816.856	3055.183	2847.344	2127.388	1530.721	1308.621
RUMHYD_02857	7882.295	10011.439	4912.964	8477.903	4016.951	2966.17	2482.725	2352.143	2044.378
RUMHYD_02858	3078	6318.527	3474	4952.305	1936.964	1521	2138.936	2370.729	1996.996
RUMHYD_02859	1781	3717.473	1695	2637.7	1001.169	1002	1045.067	770.271	503.004
RUMHYD_02860	2537	3992	2576	3766	1681	1252	3507	2355	2245.062
RUMHYD_02861	514	303	252	902	405	80	186.408	177	206.127
RUMHYD_02862	1828	2189	774	1868	1016	1169	663.592	631	444.812
RUMHYD_02863	98267.182	129905.739	83472.381	84669.369	40385.612	38566.807	46772.014	19125.822	19205.295
RUMHYD_02864	39079.859	60630.514	35114.087	36291.282	17912.205	18253.182	11897.985	7283.847	6589.145
RUMHYD_02865	23223.958	30850.748	17389.533	26876.128	13518.381	11061.099	6687.993	4555.108	4150.257
RUMHYD_02866	13054	17763	10344	17501.939	7707.604	6072	4167.986	2767.223	2582.599
RUMHYD_02867	10617.8	30886.247	16257.579	16390.342	6617.931	8684.449	7017.657	3900.992	4128.552
RUMHYD_02868	3416.2	5304.753	3705.421	3095.275	1221.069	1374.551	2043.72	858.008	943.151
RUMHYD_02869	572	741.218	396.007	683.954	307.363	179.008	268.755	200.858	280.547
RUMHYD_02870	496	1109.782	930.993	517.944	273.637	201.992	129.89	76.142	77.683
RUMHYD_02871	11874	9187	8595.582	7392.662	2273	2234	4666.029	3093	3434.866
RUMHYD_02872	11247	6672	6438.477	5087.279	1809.06	1455	4381.971	1892.024	1904.508
RUMHYD_02873	170296	272461	136331.941	29051.379	9379.822	62719.506	9949.661	4550.882	5525.241
RUMHYD_02874	15680.088	4476.469	3372.65	2305.182	684.983	638.001	4274.731	2419.574	2055.687
RUMHYD_02875	10284.081	3934.048	5005.153	855.942	430.449	852.742	887.782	493.518	486.474
RUMHYD_02876	13501.831	22835.814	13077.197	11888.748	4575.568	4721.257	9494.826	4280.003	4933.994
RUMHYD_02877	1896.315	562.139	372.199	339.048	161.649	108.193	316.892	185.702	103.16
RUMHYD_02878	30781.685	12246.532	12988.801	5664.942	3823.697	1821.807	5538.055	2614.298	2826.003
RUMHYD_02879	11192	13707.001	6358	10826.014	4780.654	6447	5221.053	2315	2642.837
RUMHYD_02880	322	421	239	717.214	340	416	209	92	92
RUMHYD_02881	0	8	4	1.779	0	9	0	0	3
RUMHYD_02882	1313	2693.245	2000	9023.061	14185.483	8583.501	507.121	271	232.16
RUMHYD_02883	3425	2772.755	2194	16813.583	17747.705	11089.808	541.879	299	354.84
RUMHYD_02884	136	130	105	610	506	279	68	54	231
RUMHYD_02885	1646	3777	3033	8467	11190.311	9103.12	728	496	419
RUMHYD_02886	262	556.117	280.001	4484.158	6637.036	10116.686	179	72.148	59
RUMHYD_02887	2130	1167.883	1204.999	7525.842	8238.964	16630.372	502	273.852	209
RUMHYD_02888	383	197	173	693	1210	727	92	46	187
RUMHYD_02889	0	0	0	4	0	14	0	0	0
RUMHYD_02890	80	70	17	221.192	142.223	231	9	4	0
RUMHYD_02891	41	34	25	177.585	89.841	122	7	11	23.134
RUMHYD_02892	58	13	4	32.223	45.936	67	0	1	33.866
RUMHYD_02893	0	14	12	102	89	86	5	1	4
RUMHYD_02894	339	902	513	4286	4416	5131	184	126	74
RUMHYD_02895	0	0	0	3	0	1	2	0	2
RUMHYD_02896	18	33	13	26	24	17	0	5	38
RUMHYD_02897	0	0	0	0	0	0	1	0	0
RUMHYD_02898	16	30	7	50	29	38	13	5	104.151
RUMHYD_02899	36	46	52	141	69	99	57	48	436.849
RUMHYD_02900	51	109	34	1039	487	721	71	37	122
RUMHYD_02901	89	30	8	45	27	92	15	1	12.29
RUMHYD_02902	137	316	281.574	1308.451	946.56	1620.244	65	42	37
RUMHYD_02903	331	515	364	2031	2023	3432	331	202	248
RUMHYD_02904	0	0	0	0	3	0	0	0	0
RUMHYD_02905	1296	2016	1479	6073	9140.075	8605	362	277	121
RUMHYD_02906	0	6	0	6	0	8	0	0	0
RUMHYD_02907	13540	24616	16001	18432.419	12973	14791	464	363	255
RUMHYD_02908	3361	3406	2993	11767	13072	9725	616	447	416
RUMHYD_02909	1283	768	745	13266.412	12012	7717	520	379	421.002
RUMHYD_02910	3963	3768	2940.004	36675.1	34912	36923.283	580	562	411.998
RUMHYD_02912	0	17	4	23	1	5.002	1	0	12
RUMHYD_02913	1587	2157	1377	3537.831	4994.113	5259.411	311	211.426	311.744
RUMHYD_02914	412	282	278	1500.169	1934.887	2090.589	44	19.574	75.256
RUMHYD_02915	177	90	90	96	84.29	153	21.503	3	19.711
RUMHYD_02916	91	83	89	238	174.71	193	41.497	33	141.999
RUMHYD_02917	50	43	31	27	54	41	7	17	63.199
RUMHYD_02918	48	74	25	86	43	109	9	0	17.801
RUMHYD_02919	0	9	0	0	0	0	0	0	7
RUMHYD_02920	2782	3751	2186	6652	6926	6135	607	491	525
RUMHYD_02921	153	200	119	852	747	580	95	50	152
RUMHYD_02922	31	58	71	44	49	52	18	4	33
RUMHYD_02923	50	30	56	43	36	59	0	12	6
RUMHYD_02924	293	120	158	468	285	354	58	26	112
RUMHYD_02925	0	0	0	1	0	1	0	4	4
RUMHYD_02926	94	106	112	465	269.475	500	19	26	53
RUMHYD_02927	0	15	7	31	25.525	49	4	0	10
RUMHYD_02928	15856	13519	18676	8540	7157.771	3676	5950.586	2530	1837.819
RUMHYD_02929	173	193	242	523	319	108	331.414	116	193.181
RUMHYD_02930	3230	5140	3665	18575.952	40565.707	7144	14030.941	4049.019	3334
RUMHYD_02931	1118	1384	1061	3744.174	9639.496	1630	3793.059	731.981	771
RUMHYD_02932	1795	1239	1130	2935	1954	2188.343	332	99	204
RUMHYD_02933	180	163	137	389	143	284	39	14	183
RUMHYD_02934	1679	1678	1633	1249.093	798.227	1193	165.023	112	119.838
RUMHYD_02935	9057	9357	8892	4682	2799.773	4279	453.977	330	338.162
RUMHYD_02936	5789	8129	7315	4668	2573.55	5281	462	272	304
RUMHYD_02937	3342	2938	3079	10079.491	9344	8597	498	347	172
RUMHYD_02938	1140	1888	1753	2726	1239	2692	205	119	296
RUMHYD_02939	988	1370	623	2591.25	1615.08	2129	67	73.951	39
RUMHYD_02940	303	134	184	343.75	147.92	107	29	7.049	73
RUMHYD_02941	170	249	115	600	312	366	8	13	32
RUMHYD_02942	2	2	6	2	13	8	0	0	9
RUMHYD_02943	11904	11932	10677	12442.55	11884	13184.998	866	521	597.377
RUMHYD_02944	50	247	117	508.45	277	555	21	22	51.147
RUMHYD_02945	134	230	122	497.584	324.554	432.154	56	27.003	54.465
RUMHYD_02946	4388.045	5389	3936	6481.433	7553.177	7383.849	440	363.553	336.011
RUMHYD_02947	4656.955	7056	6206.082	7712.107	7561.923	9870.997	542	364.966	314
RUMHYD_02948	77	151	72.918	119.963	85.347	95	21	13.478	27
RUMHYD_02949	0	0	0	3	0	1	2	1	42
RUMHYD_02950	25	46	54	79	64	43	80.776	4.363	134.156
RUMHYD_02951	1529	1885	1538	1618	2464	1556	235.224	113.637	323.844
RUMHYD_02952	685	383	443	2376	3202	2682	190	149	111
RUMHYD_02953	0	0	0	0	0	8	0	5	0
RUMHYD_02954	81	141	53	608	627	409	39	24	10
RUMHYD_02955	1061	2949	1416	86344.812	11078.637	73817.359	784	1139	677.581
RUMHYD_02956	21	57	49	7807.157	783.363	4972	55	30	44.419
RUMHYD_02957	0	0	0	16	0	1	3	6	5
RUMHYD_02958	3240	4417	3863	19734.622	16839.355	21808.28	677	490	890.788
RUMHYD_02959	1159.996	1543.989	1402	7078.339	5484.084	8143.329	285.75	257	201.907
RUMHYD_02960	1545.004	1612.011	1627	8903.417	7374.562	12579.671	156.25	87	166.305
RUMHYD_02961	42	53	32	230.382	211.28	431.83	10	7	0
RUMHYD_02962	169	631	340	4180.618	6463.72	6575.17	121	97	62
RUMHYD_02963	31	12	9	109	127	37	9	9	5
RUMHYD_02964	73	124	56	89	17	26	3	0	7
RUMHYD_02965	131	178	136	300.562	81	98	24	19	39
RUMHYD_02966	432	381	273	407.438	57	205	52	54	170
RUMHYD_02967	106	20	33	65	15	30	33	33	236
RUMHYD_02968	762	833.349	616	1515.905	1291.053	2343.091	168.508	104.527	135
RUMHYD_02969	730	972.651	561	1644.095	915.947	2198.909	85.492	40.473	161
RUMHYD_02970	14656	9559	8963	16062.452	14509	6419	1430	1027	716
RUMHYD_02971	12	0	0	2	7	0	0	0	6
RUMHYD_02972	0	6	16	43	118	16	15	5	20
RUMHYD_02973	6947	6883	5629	9672.039	29122.001	5850.996	7154	3219	3039.362
RUMHYD_02974	1922	1289	1455	3368.515	3524	2226.004	217	147	180.204
RUMHYD_02975	17485	21152	16972	26886.125	24370.058	29118.199	2173	1570	1126.434
RUMHYD_02976	9607	6015	9695	1670	744	1872	173	168	270.151
RUMHYD_02977	19996	13911	12542	5141	26318.11	18337	1636	873	803.855
RUMHYD_02978	8585	13826	8788	4721	22594.454	17885	1458	982	972.995
RUMHYD_02979	450	543	460	3384.096	1378	1436.999	209.018	162	73
RUMHYD_02980	709	1219.677	849.636	9011.844	1445.945	2294.536	288.694	222.742	198
RUMHYD_02981	452	854.323	599.364	8199.063	1325.114	1592.466	304.288	212.258	188.005
RUMHYD_02982	176	449	216	5093.741	653.941	773	171	85	112.995
RUMHYD_02983	0	1	0	1	3	4	0	0	1
RUMHYD_02984	890	1275	979	1369	2905	2505	186	134	246
RUMHYD_02985	106	85	39	513	1053	552	85	34	147
RUMHYD_02987	364	881	797	607	95	662	52	16	22
RUMHYD_02988	4962	10250	5441	31656.843	8458	24343	693	286	285
RUMHYD_02989	1644	1899	1470	2727	4048	3887	139	120	174
RUMHYD_02990	1240	1407	1301	4106	6293	5208	250	191	198
RUMHYD_02991	65	72	73	437	427	518	28	9	59
RUMHYD_02992	10338	6053	6436	44488.47	34813	44352	2214	1239	1179
RUMHYD_02993	0	3	0	5	3	14	0	0	0
RUMHYD_02994	722	885	696	2093.373	1550.619	1676.361	219	135.441	327.022
RUMHYD_02995	1659	1540	1230	5597.047	3967.381	5360.637	318	240.559	391.978
RUMHYD_02996	72	93	46	353.153	206	360.002	24	23	93
RUMHYD_02997	2132	2008	2110	8235.98	26376	17322	469	379	254
RUMHYD_02998	809	996	718	3123	2082	2775	249	176	218.756
RUMHYD_02999	5514	7325	6093	10351	6202	10061	576	320	485.244
RUMHYD_03000	0	4	19	11	0	1	27	23	351
RUMHYD_03001	15	18	28	37	7	12	21	25	146
RUMHYD_03002	178	152	143	621	630	551	121	44	123
RUMHYD_03003	0	29	5	80	41	44	33	22	120.929
RUMHYD_03004	12	71	45	240	131	132	7	21	123.071
RUMHYD_03005	7	43	22	191.016	156	119	5.827	2	80
RUMHYD_03006	108	70	33	478	255	168	51.491	42	335
RUMHYD_03007	11	0	6	41	8	19	9.682	17	103
RUMHYD_03008	0	0	0	6	9	0	0	0	4
RUMHYD_03009	323	432	334	804.031	323	703	70.267	28	112
RUMHYD_03010	5515	3459	3759	5580.99	2383	5299	250.733	167	276
RUMHYD_03011	329	319	231	831	449	403	161.844	54.996	81.217
RUMHYD_03012	3934	4046	4089	36577.981	18530	25249	2203.156	1769.004	1526.783
RUMHYD_03013	0	0	0	0	0	0	0	0	0
RUMHYD_03014	138	200	201	1694.093	1403	2037	151	107	314
RUMHYD_03015	11	55	12	165.984	105	222	6	6	17
RUMHYD_03016	26	66	40	181.923	128	256.944	4	3	47
RUMHYD_03017	0	13	17	56	98	106.056	20	52	184
RUMHYD_03018	2020	1657	1444	6078	8388	6959	420	233	337
RUMHYD_03019	1875	4445	2369	18475.063	15189	31787	721	555	297
RUMHYD_03020	28625	48331	36084	237126.453	326620.084	524130.497	9103	7064	4657
RUMHYD_03021	952	1086	751	3688	3206	3568	164	130	168
RUMHYD_03022	1148	12329	3171	982.916	742	3132	142	119	71
RUMHYD_03023	165	258	224	308.259	398.269	493	56	32	69.03
RUMHYD_03024	10095	20608	12885	5900.189	4328.731	9404.121	644	395	272.97
RUMHYD_03025	19	13	34.995	45.931	54.003	21.019	13	1	0
RUMHYD_03026	1447	1799	1411.005	5156.148	6349.716	8156.98	250	255	383
RUMHYD_03027	803	841	605	1887.921	1827.862	3326.002	38	90	149
RUMHYD_03028	6	2	0	26	15	32	9	6	113
RUMHYD_03029	0	0	0	8	1	1	3	2	45
RUMHYD_03030	0	0	0	0	0	0	0	0	0
RUMHYD_03031	487	570	348	1004	1114	1102.884	56	48	178
RUMHYD_03032	185	95	71	139	112	159.116	14	9	94.244
RUMHYD_03033	984	1507	1366	2622	2413	3197	112	208	244.756
RUMHYD_03034	116	155	118	1065.909	936	1271	20	25	76
RUMHYD_03035	1012	1358	1149	2008.091	1478	1425	106	52	207
RUMHYD_03036	1654	1869	1350	2547	2997	3082	249	135	137.553
RUMHYD_03037	435	374	255	1248	1058	2035	23	25	52.447
RUMHYD_03038	1371	4205	3772	5545	5225	9055.998	426	220	237
RUMHYD_03039	0	0	23	7	11	8	0	0	17
RUMHYD_03040	169	399.177	299	511.473	640.772	808	39	37.957	161.162
RUMHYD_03041	495	383.823	332	763.527	913.263	790	104	106.043	170.838
RUMHYD_03042	1468	3194	2366.874	2394.191	2342.036	3694.001	167.704	135	240
RUMHYD_03043	261	823	503.126	1756.809	1286.964	2349.999	110.296	116	134
RUMHYD_03044	0	14	4	6	2	11	5	0	6
RUMHYD_03045	7759	5541	5519	17785.708	19941.495	24645.731	1609	940	899
RUMHYD_03046	828	653	538	2646.968	2319.505	4077.269	111	92	119
RUMHYD_03047	1702	1596	1038	10373.101	24050.987	19357.501	452	282	191
RUMHYD_03048	1004	1778	820	10253.265	25958.856	16095.499	718	570	293
RUMHYD_03049	12623	22884	17690	38453.567	30625.998	44925.095	1539	1086	1258.206
RUMHYD_03050	930	968	829	7712.358	2957	5202	200	180	359.794
RUMHYD_03051	377	422	308	4665.272	1644	2798	92	98	167
RUMHYD_03052	3104	4036	3787	5380.123	1283	5480	473	228	392
RUMHYD_03053	2011	1385	1464	1220.311	307	1626	69	64	135
RUMHYD_03054	1770	1625	1672	1097.689	289	1150	95	35	216
RUMHYD_03055	3097.198	2038	1608	8163.706	7630.099	8800.597	522.004	465	310.021
RUMHYD_03056	5840.802	8370	7485	20453.365	17635.901	30377.403	808.996	641	594.976
RUMHYD_03057	3969	4006	3477	17771	14332.992	20386.035	579	513	475.002
RUMHYD_03058	0	0	0	5	0	0	0	2	0
RUMHYD_03059	1326	695	439	1815	1410	1523	104	132	108
RUMHYD_03060	165	213	130	843	57.206	308	50	18	230.2
RUMHYD_03061	186	167	74	784	52.794	224	30	23	166.14
RUMHYD_03062	406	869	645	1332	309	590	70	16	261.659
RUMHYD_03063	0	0	0	15	0	0	0	0	0
RUMHYD_03064	6	45	42	88.196	23	35	18.613	10	101
RUMHYD_03065	5	54	15	118.804	21	43	19.387	0	51
RUMHYD_03066	13	33	0	97	14	25	8	17	37
RUMHYD_03067	37	83	94	133	17	62	17	9.959	136.481
RUMHYD_03068	73	291	134	338	53	174	35	17.041	105.454
RUMHYD_03069	148	246	175	266	30	106	33	23	139.065
RUMHYD_03070	140.012	341.484	148	1336.56	682.8	1338.921	21	7	12
RUMHYD_03071	268.613	457.198	316	1247.334	447.2	1427.53	22	4	13
RUMHYD_03072	844.149	2118.157	1422	7829.726	5874.148	9647.335	179.483	131	91.128
RUMHYD_03073	1490.227	1933.161	1299	5277.38	4930.852	5699.215	229.517	136	123.872
RUMHYD_03074	1667	1610	1255	3114	4694.805	2340.808	306	127	188
RUMHYD_03075	7913	4598	4894	14754	29197	9404	3487	1465	793
RUMHYD_03076	718	576	510	5686.238	8998.759	3509.992	847.004	281	279
RUMHYD_03077	1148	1221	969	6432.762	7448.241	5419.008	704.996	248	232
RUMHYD_03078	128	191	279	1055	913	462	117	44	127.11
RUMHYD_03079	2203	2609	2755	5875.034	5930	6640.398	480	146	209.89
RUMHYD_03080	51	33	52	237.966	109	185	6	6	4
RUMHYD_03081	499	559	557	2952.687	1808.027	1936	184	110	175.841
RUMHYD_03082	1737	972	1183	6297.759	4606.263	5928.242	406.134	189	403.159
RUMHYD_03083	2880	3407	3663	14490.116	9343.696	14747.489	640.98	378	357
RUMHYD_03084	20	27	14	162.709	163.282	162.269	21.886	4	16
RUMHYD_03085	64	9	12	73	30	107	0	8	0
RUMHYD_03086	24135	59531	34535	11724	15047	39286	1695	1617	1137.409
RUMHYD_03087	44410	97331	59581	17489	14218	32486	2947	2193	1461.678
RUMHYD_03088	10821	57360	31189	13411	5564.253	13418	2555.133	2011	1461.913
RUMHYD_03089	1673	2592	953	1513	1898	3106	244	314	200
RUMHYD_03091	3131	2034	2582	5996.551	3098.552	3609.216	491.994	289	346.227
RUMHYD_03092	4430	6831	6389	16962.252	8551.448	14778.796	822.006	543	608.263
RUMHYD_03093	2649	6356	5534	6949.037	3949.261	5766.337	584.774	348	515.51
RUMHYD_03094	4801	4680	5559	7570.641	4319.739	7306.659	402.226	300	278.899
RUMHYD_03095	199	219	183	1475.87	531	752	61	75.766	121.254
RUMHYD_03096	4643	3562	4300	15841.948	6158.013	10876	551	444.234	662.847
RUMHYD_03098	1166	812	1118	943.026	312	629	211	55	183
RUMHYD_03099	706	1108	582	9524.721	15211.308	18527	375	285	148
RUMHYD_03100	38	46	12	81.279	198	169	9	9	11
RUMHYD_03101	112	231	123	620	902	843	77	56	131
RUMHYD_03102	1063	393	608	2538	4468	2708	2412	644	432
RUMHYD_03103	464	765	447	3736	9234	8216	183	150	80
RUMHYD_03104	10	0	0	1	16	3	0	7	0
RUMHYD_03105	3558	5930	4262	5394	111485.584	8175	35810	7918	4723
RUMHYD_03106	34	56	55	26	18	29	5	0	0
RUMHYD_03107	608	1239	634	1626	1083	1464	161	60	113
RUMHYD_03108	803	2043	974	3685	1932	2501	280	158	122
RUMHYD_03109	30	39	9	50	67	34	118	54	226
RUMHYD_03110	61	27	8	4	7	14	21	0	5
RUMHYD_03111	2453	3039	2758	2755	2550	3335	480	250.29	481.266
RUMHYD_03112	315	231	253	310	336	217	40	49.71	87.734
RUMHYD_03113	516.494	1595.727	824.001	786.872	5193.462	1488.957	86	70	27
RUMHYD_03114	256	198	264	272	263	150	91	65	60
RUMHYD_03115	39	41	46	149	65	124	13	3	29
RUMHYD_03116	21	91	59	251	67	228.221	21	1	43.505
RUMHYD_03117	17	45	25	179	104	131.779	18	19	27.495
RUMHYD_03118	136	145	91	198	205	235	32	35	40
RUMHYD_03119	0	0	0	0	0	0	0	0	4
RUMHYD_03120	93	48	34	425	289	240	17	40	82
RUMHYD_03122	0	0	0	0	0	0	0	0	0
RUMHYD_03123	106	93	140	59	64	133	17	15	129
RUMHYD_03124	0	4	0	0	0	0	0	0	0
RUMHYD_03125	0	0	0	0	2	2	5	1	23
RUMHYD_03126	17	0	6	3	11.384	8	1	4.912	2
RUMHYD_03127	207	574	320	1075.005	1582.616	1137	96	83.088	89
RUMHYD_03128	143	523	328	1565.996	2320	1481	154	140	207.281
RUMHYD_03129	84	112	68	221	256.729	210	19	8	78.434
RUMHYD_03130	280	156	130	923	600.271	857	64	32	107.286
RUMHYD_03138	54	2	3	2	11	1	0	1	21
RUMHYD_03139	4227	3402	3206	8404	3269	5349.035	369	203	401
RUMHYD_03140	6624	18079	7216	6801.998	3656	3326	256	161	116
RUMHYD_03141	1045	1569	1273	2117	1078	1215	420.004	291	443.751
RUMHYD_03142	454	648	681	1109.012	455	779	333.996	259	394.037
RUMHYD_03143	987	1024	893	1915	596	1568	497	258	447.211
RUMHYD_03144	1356	1196	1241	649	680	674	93	56	238
RUMHYD_03145	374	543	388	1278	1526	1499	101	62	291
RUMHYD_03146	0	0	0	0	0	0	0	0	8
RUMHYD_03147	200	238	235	321	216	241	56	62	300
RUMHYD_03148	41	108	81	157	115	185	10	34	115
RUMHYD_03149	0	40	34	49	18	37	38	20	129
RUMHYD_03150	18	15	27	35	5	32	46	41	292.111
RUMHYD_03151	25	70	57	154.707	92	133	55	44.618	156.889
RUMHYD_03152	92	85	88	140.293	62	82	60	50.382	347
RUMHYD_03153	12	46	71	91	46	53	40.001	37	356.48
RUMHYD_03154	87	75	92	211	105	163	58.999	47	357.52
RUMHYD_03155	16	33	19	0	2	5	1	0	2
RUMHYD_03156	468	549	370	948	882	455	222	129	197.656
RUMHYD_03157	815	1492	1005	1790	1593	2025	239.01	128	275.344
RUMHYD_03158	99	184	107	613	425	228	95.99	60	101.185
RUMHYD_03159	954	1051	878	2290	1686	2214	194	93	296.815
RUMHYD_03160	18	4	2	2	6	8	0	0	1
RUMHYD_03161	25086	33219	24000	56991.989	7870	29538.031	2598	1583	1769
RUMHYD_03162	132	149	110	550	290	903	34	16	34
RUMHYD_03163	398	308	213	232	47	141	25	8	71
RUMHYD_03164	392	796	488	650.993	444	505	111	92	63.443
RUMHYD_03165	351	468	504	1380.007	1372	1074.286	118	104	218.118
RUMHYD_03166	574	453	512.005	1199.998	1017.699	1032.376	91.262	80	169.397
RUMHYD_03167	959	768	576.995	2446.002	1975.301	2234.338	206.738	125	398.042
RUMHYD_03168	211	722	378	5419.75	12937	7869	666	241	243
RUMHYD_03169	0	0	0	0	0	0	0	0	4
RUMHYD_03170	52	53	12	252.19	120.236	98	30	64.764	197.301
RUMHYD_03171	11	39	15	223.938	70.763	97.996	6	29.236	43.699
RUMHYD_03172	67	16	35	262.872	61.001	129.004	7	22	53
RUMHYD_03173	66	124	142	1150	261	548	44	51	122
RUMHYD_03174	245	223	157	410	376	544	56	51	256
RUMHYD_03175	488	590	543	1230.037	1068	1202	66	45	217
RUMHYD_03176	231.831	191	128	503.337	313.433	760.25	125.361	49	209.892
RUMHYD_03177	153.169	68	55	262.663	127.567	321.75	26.639	7	32.108
RUMHYD_03178	11259	14182	12927	29556.998	22705	19063	3475	1914	1420
RUMHYD_03179	5004	5954	5773	23872	24647.896	104121.678	845	852	466
RUMHYD_03180	0	0	0	1	0	0	0	0	0
RUMHYD_03181	762	877	945	2338	2519	4747	267	188	262.516
RUMHYD_03182	579	585	609	2263	2174	5610	228	169	257.484
RUMHYD_03183	324	681	526	5788.008	5078	13508	223	220	275
RUMHYD_03184	348	516	612	7092	5595.004	13032.001	353	242	347
RUMHYD_03185	0	44	18	142.351	133	295.195	1	8	20
RUMHYD_03186	0	7	0	27.649	14	86.805	0	0	0
RUMHYD_03187	0	1	0	7	2	21	0	0	0
RUMHYD_03188	591	798	887	1325	2155	1773	643	161	302
RUMHYD_03189	182	259.631	226	467.357	228.724	404	36	17	26
RUMHYD_03190	392	375.369	451	249.643	134.276	206	28	20	42
RUMHYD_03191	318.04	115	132	614.725	88	212	10.005	10	66.5
RUMHYD_03192	3460.96	1800	2259	2901.275	201	1845	36.995	41	218.5
RUMHYD_03193	0	6	0	1	0	0	0	0	11
RUMHYD_03194	0	7	5	0	4	0	2	0	12
RUMHYD_03195	19	9	8	0	0	0	0	0	6
RUMHYD_03196	666	1094	747	4489	5360	7843	312	168	103
RUMHYD_03197	116	23	27	8	9	8	0	9	55
RUMHYD_03198	193	661	351	1698	1978	2659	107	26	32
RUMHYD_03199	0	0	0	2	0	0	0	0	12
RUMHYD_03200	262	336	223	1246	993	849	44	29	101
RUMHYD_03201	0	8	5.406	31	24	28	0	0	1
RUMHYD_03202	533	573	374.594	3033	2747	2238.989	193	117	168
RUMHYD_03203	683	577	413	1412.813	1162	1703.011	63.863	22	54.988
RUMHYD_03204	986	728	649	1574.187	2840.345	3071	80.137	51	85.012
RUMHYD_03205	17	18	3	99	115	105	0	0	0
RUMHYD_03206	511	1070	734	3183	9263	4475	427	293	125
RUMHYD_03208	0	11	42	4	5	5	0	0	0
RUMHYD_03207	0	0	0	0	0	0	0	0	12
RUMHYD_03209	0	0	0	2	0	8	0	8	4
RUMHYD_03210	12	34	19	9	11	10	0	0	0
RUMHYD_03211	289	471	347	83	97	83	41	46	257
RUMHYD_03212	66	60	82	37	55	20	18.87	28	82
RUMHYD_03213	156	386	360	142	116	114	56.487	25	199
RUMHYD_03214	125	240	307	659	493	609	80.643	29	132
RUMHYD_03215	18	74	101	281	167	240	39	36	104.436
RUMHYD_03216	544	615	582	1259.326	1202.339	1626	128	101	239.11
RUMHYD_03217	846	1152	1202	1720.674	1674.661	2410.005	141	81	175.454
RUMHYD_03218	34	634	293	1488	1010	937	73	74	50
RUMHYD_03219	51	13	20	178	105	76	16	38	185.654
RUMHYD_03220	20	38	35	231.53	132	253.016	23.194	31	77.347
RUMHYD_03221	24	32	50	177.47	102.917	202.984	23.806	20	87.614
