id	name	metabolites	compartments	annotation	reversibility
ASCBSVCTtc	Transport of L-Ascorbate by SVCT1 or SVCT2 transporter	{'ascb__L_e': -1.0, 'atp_c': -1.0, 'h2o_c': -1.0, 'na1_e': -2.0, 'adp_c': 1.0, 'ascb__L_c': 1.0, 'h_c': 1.0, 'na1_c': 2.0, 'pi_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR138068'}	True
ASCBpts	L-ascorbate transport via PEP:Pyr PTS	{'ascb__L_e': -1.0, 'pep_c': -1.0, 'ascb6p_c': 1.0, 'pyr_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185'}	True
ASCBptspp	L-ascorbate transport via PEP:Pyr PTS (periplasm)	{'ascb__L_p': -1.0, 'pep_c': -1.0, 'ascb6p_c': 1.0, 'pyr_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR138069', 'seed.reaction': ['rxn08158', 'rxn13758']}	True
ASCBt	L-ascorbate transport via facilitated diffusion	{'ascb__L_e': -1.0, 'ascb__L_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR138070', 'seed.reaction': 'rxn08159'}	True
ASCBt4	L-ascorbate transport via proton symport	{'ascb__L_e': -1.0, 'na1_e': -1.0, 'ascb__L_c': 1.0, 'na1_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR138071'}	True
ASCBt5	L-ascorbate transport via proton symport (1:2 ascb/na ratio)	{'ascb__L_e': -1.0, 'na1_e': -2.0, 'ascb__L_c': 1.0, 'na1_c': 2.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR138072', 'reactome': ['R-ATH-198870', 'R-BTA-198870', 'R-CFA-198870', 'R-DDI-198870', 'R-DME-198870', 'R-DRE-198870', 'R-GGA-198870', 'R-HSA-198870', 'R-MMU-198870', 'R-OSA-198870', 'R-RNO-198870', 'R-SPO-198870', 'R-SSC-198870', 'R-TGU-198870', 'R-XTR-198870']}	True
ASCBt_h	Ascorbate transport between plastid and cytosol	{'ascb__L_c': -1.0, 'ascb__L_h': 1.0}	{'C_h', 'C_c'}	{'sbo': 'SBO:0000185'}	True
ASCBt_m	Ascorbate transport between mito and cytosol	{'ascb__L_c': -1.0, 'ascb__L_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185'}	True
ASCBt_u	Ascorbate exchange, thylakoid	{'ascb__L_h': -1.0, 'ascb__L_u': 1.0}	{'C_h', 'C_u'}	{'sbo': 'SBO:0000185'}	True
ASCBtex	L-ascorbate transport via diffusion (extracellular to periplasm)	{'ascb__L_e': -1.0, 'ascb__L_p': 1.0}	{'C_p', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR138070', 'seed.reaction': 'rxn08159'}	True
ASCTmr	Acetatesuccinatecoatransferase	{'accoa_m': -1.0, 'succ_m': -1.0, 'ac_m': 1.0, 'succoa_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176'}	True
ASD	ASD	{'dpgps_c': -1.0, 'h_c': -1.0, 'co2_c': 1.0, 'dpgpe_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'biocyc': 'META:RXN-14406', 'metanetx.reaction': 'MNXR96051', 'seed.reaction': 'rxn10440'}	True
ASLP		{'asp__L_c': -1.0, 'co2_c': -1.0, 'nh4_c': -1.0, 'cbasp_c': 1.0, 'h2o_c': 1.0, 'h_c': 2.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
ASNALANaEx	L-alanine/L-asparagine Na-dependent exchange (Asn-L in)	{'ala__L_c': -1.0, 'asn__L_e': -1.0, 'na1_e': -1.0, 'ala__L_e': 1.0, 'asn__L_c': 1.0, 'na1_c': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96052'}	True
ASNASNARGr	Metabolism (Formation/Degradation) of AsnAsnArg	{'asnasnarg_c': -1.0, 'h2o_c': -2.0, 'arg__L_c': 1.0, 'asn__L_c': 2.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
ASNASNARGt	Transport of AsnAsnArg, Extracellular	{'asnasnarg_e': -1.0, 'h_e': -1.0, 'asnasnarg_c': 1.0, 'h_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185'}	True
ASNATB0tc	Transport of L-Asparagine into the intestinal cells by ATB0 transporter	{'asn__L_e': -1.0, 'cl_e': -1.0, 'na1_e': -2.0, 'asn__L_c': 1.0, 'cl_c': 1.0, 'na1_c': 2.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96053'}	True
ASNB0AT3tc	Asparagine Transport by B0At3	{'asn__L_e': -1.0, 'cl_e': -1.0, 'na1_e': -1.0, 'asn__L_c': 1.0, 'cl_c': 1.0, 'na1_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185'}	True
ASNCYSCYSr	Metabolism (Formation/Degradation) of AsnCysCys	{'asncyscys_c': -1.0, 'h2o_c': -2.0, 'asn__L_c': 1.0, 'cys__L_c': 2.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
ASNCYSCYSt	Transport of AsnCysCys, Extracellular	{'asncyscys_e': -1.0, 'h_e': -1.0, 'asncyscys_c': 1.0, 'h_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185'}	True
ASNCYSNaEx	L-cysteine/L-asparagine Na-dependent exchange (Asn-L in)	{'asn__L_e': -1.0, 'cys__L_c': -1.0, 'na1_e': -1.0, 'asn__L_c': 1.0, 'cys__L_e': 1.0, 'na1_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96054'}	True
ASNGLNNaEx	L-glutamine/L-asparagine Na-dependent exchange (Asn-L in)	{'asn__L_e': -1.0, 'gln__L_c': -1.0, 'na1_e': -1.0, 'asn__L_c': 1.0, 'gln__L_e': 1.0, 'na1_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96055'}	True
ASNMETPROr	Metabolism (Formation/Degradation) of AsnMetPro	{'asnmetpro_c': -1.0, 'h2o_c': -2.0, 'asn__L_c': 1.0, 'met__L_c': 1.0, 'pro__L_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
ASNMETPROt	Transport of AsnMetPro, Extracellular	{'asnmetpro_e': -1.0, 'h_e': -1.0, 'asnmetpro_c': 1.0, 'h_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185'}	True
ASNN	L-asparaginase	{'asn__L_c': -1.0, 'h2o_c': -1.0, 'asp__L_c': 1.0, 'nh4_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'rhea': ['21016', '21017', '21018', '21019'], 'ec-code': ['3.5.1.1', '3.5.1.38', '3.5.5.4'], 'biocyc': 'META:ASPARAGHYD-RXN', 'metanetx.reaction': 'MNXR96056', 'reactome': ['R-BTA-6797627', 'R-CEL-6797627', 'R-CFA-6797627', 'R-DDI-6797627', 'R-DME-6797627', 'R-DRE-6797627', 'R-GGA-6797627', 'R-HSA-6797627', 'R-MMU-6797627', 'R-RNO-6797627', 'R-SPO-6797627', 'R-TGU-6797627', 'R-XTR-6797627'], 'kegg.reaction': 'R00485', 'seed.reaction': 'rxn00342'}	True
ASNNA1t_h	Asparagine:Na+ symporter, chloroplast	{'asn__L_h': -1.0, 'na1_h': -1.0, 'asn__L_c': 1.0, 'na1_c': 1.0}	{'C_h', 'C_c'}	{'sbo': 'SBO:0000185'}	True
ASNNA1t_m	Asparagine:Na+ symporter, mitochondrial	{'asn__L_m': -1.0, 'na1_m': -1.0, 'asn__L_c': 1.0, 'na1_c': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185'}	True
ASNNA1tm	Asparagine/Na+ symporter, mitochondrial	{'asn__L_c': -1.0, 'na1_c': -1.0, 'asn__L_m': 1.0, 'h_m': 1.0, 'na1_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96057'}	True
ASNN_1	L-asparaginase	{'asn__L_c': -1.0, 'h2o_c': -1.0, 'asp__L_c': 1.0, 'h_c': 1.0, 'nh3_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
ASNNe	L asparaginase  extracellular	{'asn__L_e': -1.0, 'h2o_e': -1.0, 'asp__L_e': 1.0, 'nh4_e': 1.0}	{'C_e'}	{'sbo': 'SBO:0000176', 'rhea': ['21016', '21017', '21018', '21019'], 'ec-code': ['3.5.1.1', '3.5.1.38', '3.5.5.4'], 'biocyc': 'META:ASPARAGHYD-RXN', 'metanetx.reaction': 'MNXR96056', 'reactome': ['R-BTA-6797627', 'R-CEL-6797627', 'R-CFA-6797627', 'R-DDI-6797627', 'R-DME-6797627', 'R-DRE-6797627', 'R-GGA-6797627', 'R-HSA-6797627', 'R-MMU-6797627', 'R-RNO-6797627', 'R-SPO-6797627', 'R-TGU-6797627', 'R-XTR-6797627'], 'kegg.reaction': 'R00485', 'seed.reaction': 'rxn00342'}	True
ASNNg	L-asparaginase (glycosome)	{'asn__L_x': -1.0, 'h2o_x': -1.0, 'asp__L_x': 1.0, 'nh4_x': 1.0}	{'C_x'}	{'sbo': 'SBO:0000176'}	True
ASNNm	L-asparaginase (mitochondrial)	{'asn__L_m': -1.0, 'h2o_m': -1.0, 'asp__L_m': 1.0, 'nh4_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'rhea': ['21016', '21017', '21018', '21019'], 'ec-code': ['3.5.1.1', '3.5.1.38', '3.5.5.4'], 'biocyc': 'META:ASPARAGHYD-RXN', 'metanetx.reaction': 'MNXR96056', 'reactome': ['R-BTA-6797627', 'R-CEL-6797627', 'R-CFA-6797627', 'R-DDI-6797627', 'R-DME-6797627', 'R-DRE-6797627', 'R-GGA-6797627', 'R-HSA-6797627', 'R-MMU-6797627', 'R-RNO-6797627', 'R-SPO-6797627', 'R-TGU-6797627', 'R-XTR-6797627'], 'kegg.reaction': 'R00485', 'seed.reaction': 'rxn00342'}	True
ASNNpp	L-asparaginase	{'asn__L_p': -1.0, 'h2o_p': -1.0, 'asp__L_p': 1.0, 'nh4_p': 1.0}	{'C_p'}	{'sbo': 'SBO:0000176', 'rhea': ['21016', '21017', '21018', '21019'], 'ec-code': ['3.5.1.1', '3.5.1.38', '3.5.5.4'], 'biocyc': 'META:ASPARAGHYD-RXN', 'metanetx.reaction': 'MNXR96056', 'reactome': ['R-BTA-6797627', 'R-CEL-6797627', 'R-CFA-6797627', 'R-DDI-6797627', 'R-DME-6797627', 'R-DRE-6797627', 'R-GGA-6797627', 'R-HSA-6797627', 'R-MMU-6797627', 'R-RNO-6797627', 'R-SPO-6797627', 'R-TGU-6797627', 'R-XTR-6797627'], 'kegg.reaction': 'R00485', 'seed.reaction': 'rxn00342'}	True
ASNO	RXN-13456	{'glu__L_c': -1.0, 'nagg_c': -1.0, 'gln__L_c': 1.0, 'naggn_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
ASNPHEASPr	Metabolism (Formation/Degradation) of AsnPheAsp	{'asnpheasp_c': -1.0, 'h2o_c': -2.0, 'asn__L_c': 1.0, 'asp__L_c': 1.0, 'phe__L_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
ASNPHEASPt	Transport of AsnPheAsp, Extracellular	{'asnpheasp_e': -1.0, 'h_e': -1.0, 'asnpheasp_c': 1.0, 'h_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185'}	True
ASNPHECYSr	Metabolism (Formation/Degradation) of AsnPheCys	{'asnphecys_c': -1.0, 'h2o_c': -2.0, 'asn__L_c': 1.0, 'cys__L_c': 1.0, 'phe__L_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
ASNPHECYSt	Transport of AsnPheCys, Extracellular	{'asnphecys_e': -1.0, 'h_e': -1.0, 'asnphecys_c': 1.0, 'h_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185'}	True
ASNPHELAT2tc	Transport of L-Asparagine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine and Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	{'asn__L_e': -1.0, 'phe__L_c': -1.0, 'asn__L_c': 1.0, 'phe__L_e': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96058'}	True
ASNS1	Asparagine synthase (glutamine-hydrolysing)	{'asp__L_c': -1.0, 'atp_c': -1.0, 'gln__L_c': -1.0, 'h2o_c': -1.0, 'amp_c': 1.0, 'asn__L_c': 1.0, 'glu__L_c': 1.0, 'h_c': 1.0, 'ppi_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'rhea': ['12228', '12229', '12230', '12231'], 'ec-code': '6.3.5.4', 'biocyc': 'META:ASNSYNB-RXN', 'metanetx.reaction': 'MNXR96059', 'reactome': ['R-ATH-70599', 'R-BTA-70599', 'R-CFA-70599', 'R-DDI-70599', 'R-DRE-70599', 'R-GGA-70599', 'R-HSA-70599', 'R-MMU-70599', 'R-OSA-70599', 'R-PFA-70599', 'R-RNO-70599', 'R-SCE-70599', 'R-SPO-70599', 'R-SSC-70599', 'R-TGU-70599', 'R-XTR-70599'], 'kegg.reaction': 'R00578', 'seed.reaction': ['rxn00416', 'rxn11214']}	True
ASNS2	Asparagine synthetase	{'asp__L_c': -1.0, 'atp_c': -1.0, 'nh4_c': -1.0, 'amp_c': 1.0, 'asn__L_c': 1.0, 'h_c': 1.0, 'ppi_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'rhea': ['11372', '11373', '11374', '11375'], 'ec-code': ['6.3.1.1', '6.3.5.4'], 'biocyc': 'META:ASNSYNA-RXN', 'metanetx.reaction': 'MNXR96060', 'kegg.reaction': 'R00483', 'seed.reaction': 'rxn00340'}	True
ASNS3	Asparagine synthetase	{'asp__L_c': -1.0, 'atp_c': -1.0, 'nh3_c': -1.0, 'adp_c': 1.0, 'asn__L_c': 1.0, 'pi_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
ASNS3_1		{'asp__L_c': -1.0, 'atp_c': -1.0, 'gln__L_c': -1.0, 'nh4_c': -1.0, 'amp_c': 1.0, 'asn__L_c': 1.0, 'glu__L_c': 1.0, 'ppi_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
ASNSERNaEx	L-serine/L-asparagine Na-dependent exchange (Asn-L in)	{'asn__L_e': -1.0, 'na1_e': -1.0, 'ser__L_c': -1.0, 'asn__L_c': 1.0, 'na1_c': 1.0, 'ser__L_e': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96061'}	True
ASNTA	Asparagine transaminase	{'akg_c': -1.0, 'asn__L_c': -1.0, 'aksuc_c': 1.0, 'glu__L_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
ASNTHRNaEx	L-threonine/L-asparagine Na-dependent exchange (Asn-L in)	{'asn__L_e': -1.0, 'na1_e': -1.0, 'thr__L_c': -1.0, 'asn__L_c': 1.0, 'na1_c': 1.0, 'thr__L_e': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96062'}	True
ASNTL_h	Asparagine-tRNA ligase, chloroplast	{'asn__L_h': -1.0, 'atp_h': -1.0, 'trnaasn_h': -1.0, 'amp_h': 1.0, 'asntrna_h': 1.0, 'ppi_h': 1.0}	{'C_h'}	{'sbo': 'SBO:0000176'}	True
ASNTRAT	Aspartyl-tRNA(Asn) amidotransferase	{'asptrna_asn_c': -1.0, 'atp_c': -1.0, 'gln__L_c': -1.0, 'h2o_c': -1.0, 'adp_c': 1.0, 'asntrna_c': 1.0, 'glu__L_c': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '6.3.5.6', 'metanetx.reaction': 'MNXR96063', 'kegg.reaction': 'R04212', 'seed.reaction': ['rxn06619', 'rxn11595']}	True
ASNTRS	Asparaginyl-tRNA synthetase	{'asn__L_c': -1.0, 'atp_c': -1.0, 'trnaasn_c': -1.0, 'amp_c': 1.0, 'asntrna_c': 1.0, 'ppi_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '6.1.1.22', 'metanetx.reaction': 'MNXR96064', 'reactome': ['R-HSA-379996', 'R-HSA-380227'], 'kegg.reaction': 'R03648', 'seed.reaction': ['rxn06434', 'rxn11114']}	True
ASNTRS_1	Asparaginyl tRNA synthetase	{'asn__L_c': -1.0, 'atp_c': -1.0, 'trnaasn_c': -1.0, 'amp_c': 1.0, 'asntrna_c': 1.0, 'h_c': 1.0, 'ppi_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'ec-code': '6.1.1.22', 'metanetx.reaction': 'MNXR96064', 'reactome': ['R-HSA-379996', 'R-HSA-380227'], 'kegg.reaction': 'R03648', 'seed.reaction': ['rxn06434', 'rxn11114']}	True
ASNTRSm	Asparaginyl tRNA synthetase  miotchondrial	{'asn__L_m': -1.0, 'atp_m': -1.0, 'trnaasn_m': -1.0, 'amp_m': 1.0, 'asntrna_m': 1.0, 'ppi_m': 1.0}	{'C_m'}	{'sbo': 'SBO:0000176', 'ec-code': '6.1.1.22', 'metanetx.reaction': 'MNXR96064', 'reactome': ['R-HSA-379996', 'R-HSA-380227'], 'kegg.reaction': 'R03648', 'seed.reaction': ['rxn06434', 'rxn11114']}	True
ASNTYRGLYr	Metabolism (Formation/Degradation) of AsntyrGly	{'asntyrgly_c': -1.0, 'h2o_c': -2.0, 'asn__L_c': 1.0, 'gly_c': 1.0, 'tyr__L_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
ASNTYRGLYt	Transport of AsntyrGly, Extracellular	{'asntyrgly_e': -1.0, 'h_e': -1.0, 'asntyrgly_c': 1.0, 'h_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185'}	True
ASNTYRPHEr	Metabolism (Formation/Degradation) of AsntyrPhe	{'asntyrphe_c': -1.0, 'h2o_c': -2.0, 'asn__L_c': 1.0, 'phe__L_c': 1.0, 'tyr__L_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
ASNTYRPHEt	Transport of AsntyrPhe, Extracellular	{'asntyrphe_e': -1.0, 'h_e': -1.0, 'asntyrphe_c': 1.0, 'h_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185'}	True
ASNTYRTHRr	Metabolism (Formation/Degradation) of AsntyrThr	{'asntyrthr_c': -1.0, 'h2o_c': -2.0, 'asn__L_c': 1.0, 'thr__L_c': 1.0, 'tyr__L_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
ASNTYRTHRt	Transport of AsntyrThr, Extracellular	{'asntyrthr_e': -1.0, 'h_e': -1.0, 'asntyrthr_c': 1.0, 'h_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185'}	True
ASNabc	L-asparagine transport via ABC system	{'asn__L_e': -1.0, 'atp_c': -1.0, 'h2o_c': -1.0, 'adp_c': 1.0, 'asn__L_c': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96065', 'seed.reaction': ['rxn08160', 'rxn10144']}	True
ASNabcpp	L-asparagine transport via ABC system (periplasm)	{'asn__L_p': -1.0, 'atp_c': -1.0, 'h2o_c': -1.0, 'adp_c': 1.0, 'asn__L_c': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96065', 'seed.reaction': ['rxn08160', 'rxn10144']}	True
ASNt2m	Asparagine mitochondrial transport via proton transport	{'asn__L_c': -1.0, 'h_c': -1.0, 'asn__L_m': 1.0, 'h_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'biocyc': 'META:TRANS-RXN-262', 'metanetx.reaction': 'MNXR96066', 'seed.reaction': ['rxn05508', 'rxn08161', 'rxn09782', 'rxn11321', 'rxn13230']}	True
ASNt2r	L asparagine reversible transport via proton symport	{'asn__L_e': -1.0, 'h_e': -1.0, 'asn__L_c': 1.0, 'h_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'biocyc': 'META:TRANS-RXN-262', 'metanetx.reaction': 'MNXR96066', 'seed.reaction': ['rxn05508', 'rxn08161', 'rxn09782', 'rxn11321', 'rxn13230']}	True
ASNt2rpp	L-asparagine reversible transport via proton symport (periplasm)	{'asn__L_p': -1.0, 'h_p': -1.0, 'asn__L_c': 1.0, 'h_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185', 'biocyc': 'META:TRANS-RXN-262', 'metanetx.reaction': 'MNXR96066', 'seed.reaction': ['rxn05508', 'rxn08161', 'rxn09782', 'rxn11321', 'rxn13230']}	True
ASNt4	L-asparagine transport in via sodium symport	{'asn__L_e': -1.0, 'na1_e': -1.0, 'asn__L_c': 1.0, 'na1_c': 1.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96057'}	True
ASNt6	L asparagine transport in via proton antiport  vacuolar	{'asn__L_c': -1.0, 'h_v': -1.0, 'asn__L_v': 1.0, 'h_c': 1.0}	{'C_v', 'C_c'}	{'sbo': 'SBO:0000185', 'rhea': ['28975', '28976', '28977', '28978'], 'metanetx.reaction': 'MNXR96067', 'seed.reaction': 'rxn13229'}	True
ASNt7	L asparagine transport out via proton symport  vacuolar	{'asn__L_v': -1.0, 'h_v': -1.0, 'asn__L_c': 1.0, 'h_c': 1.0}	{'C_v', 'C_c'}	{'sbo': 'SBO:0000185', 'biocyc': 'META:TRANS-RXN-262', 'metanetx.reaction': 'MNXR96066', 'seed.reaction': ['rxn05508', 'rxn08161', 'rxn09782', 'rxn11321', 'rxn13230']}	True
ASNtN1	Asparagine transport (Na, H coupled)	{'asn__L_e': -1.0, 'h_c': -1.0, 'na1_e': -2.0, 'asn__L_c': 1.0, 'h_e': 1.0, 'na1_c': 2.0}	{'C_c', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96068'}	True
ASNtex	L-asparagine transport via diffusion (extracellular to periplasm)	{'asn__L_e': -1.0, 'asn__L_p': 1.0}	{'C_p', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96069', 'seed.reaction': ['rxn05220', 'rxn08162']}	True
ASNtg	L-asparagine transport glycosome	{'asn__L_c': -1.0, 'asn__L_x': 1.0}	{'C_x', 'C_c'}	{'sbo': 'SBO:0000185'}	True
ASNtm	L-asparagine transport, mitochondrial	{'asn__L_c': -1.0, 'asn__L_m': 1.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96069', 'seed.reaction': ['rxn05220', 'rxn08162']}	True
ASNtm_1	Asparagine/H+ symporter, mitochondrial	{'asn__L_c': -1.0, 'h_c': -1.0, 'asn__L_m': 1.0, 'h_m': 2.0}	{'C_m', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96070'}	True
ASNtx	Asparagine/H+ symporter, glyoxysomal	{'asn__L_c': -1.0, 'h_c': -1.0, 'asn__L_x': 1.0, 'h_x': 2.0}	{'C_x', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96070'}	True
ASO3t2pp	Arsenite transporter via proton antiport  periplasm	{'aso3_c': -1.0, 'h_p': -1.0, 'aso3_p': 1.0, 'h_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185'}	True
ASO3t4pp	Arsenite transporter via sodium antiport (periplasm)	{'aso3_c': -1.0, 'na1_p': -1.0, 'aso3_p': 1.0, 'na1_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96071'}	True
ASO3t8pp	Arsenite efflux via ATP hydrolysis (periplasm)	{'aso3_c': -1.0, 'atp_c': -1.0, 'h2o_c': -1.0, 'adp_c': 1.0, 'aso3_p': 1.0, 'h_c': 1.0, 'pi_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185', 'rhea': ['11348#1', '11349#1', '11350#1', '11351#1'], 'ec-code': '3.6.3.16', 'biocyc': 'META:3.6.3.16-RXN', 'metanetx.reaction': 'MNXR96072', 'seed.reaction': 'rxn08163'}	True
ASO3tex	Arsenite transport via diffusion (extracellular to periplasm)	{'aso3_e': -1.0, 'aso3_p': 1.0}	{'C_p', 'C_e'}	{'sbo': 'SBO:0000185', 'biocyc': 'META:TRANS-RXN0-551', 'metanetx.reaction': 'MNXR96073', 'seed.reaction': ['rxn05507', 'rxn08164']}	True
ASO3tex_1	Arsenite transport via diffusion (extracellular to cytoplasm)	{'aso3_c': -1.0, 'aso3_e': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
ASO4rt2rpp	Arsenate reversible transport via symport (periplasm)	{'aso4_p': -1.0, 'h_p': -1.0, 'aso4_c': 1.0, 'h_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185', 'biocyc': 'META:TRANS-RXN0-550', 'metanetx.reaction': 'MNXR96074', 'seed.reaction': 'rxn13759'}	True
ASO4t	Arsenate transporter	{'aso4_c': -1.0, 'aso4_e': 1.0}	{'C_e', 'C_c'}	{'sbo': 'SBO:0000185'}	True
ASO4t4pp	Arsenate transporter via sodium antiport (periplasm)	{'aso4_c': -1.0, 'na1_p': -1.0, 'aso4_p': 1.0, 'na1_c': 1.0}	{'C_p', 'C_c'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96075'}	True
ASO4tex	Arsenate transporter (extracellular to periplasm)	{'aso4_e': -1.0, 'aso4_p': 1.0}	{'C_p', 'C_e'}	{'sbo': 'SBO:0000185', 'metanetx.reaction': 'MNXR96076', 'seed.reaction': 'rxn05506'}	True
ASP1DC	Aspartate 1-decarboxylase	{'asp__L_c': -1.0, 'h_c': -1.0, 'ala_B_c': 1.0, 'co2_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'rhea': ['19497', '19498', '19499', '19500'], 'ec-code': ['4.1.1.11', '4.1.1.15'], 'biocyc': 'META:ASPDECARBOX-RXN', 'metanetx.reaction': 'MNXR96077', 'kegg.reaction': 'R00489', 'seed.reaction': 'rxn00346'}	True
ASP3H	L Aspartate 3 hydroxylase	{'akg_c': -1.0, 'asp__L_c': -1.0, 'o2_c': -1.0, '3hasp__L_c': 1.0, 'co2_c': 1.0, 'succ_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
ASP4DC	Aspartate 4-decarboxylase	{'asp__L_c': -1.0, 'h_c': -1.0, 'ala__L_c': 1.0, 'co2_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176', 'rhea': ['12621', '12622', '12623', '12624'], 'ec-code': '4.1.1.12', 'biocyc': 'META:ASPARTATE-4-DECARBOXYLASE-RXN', 'metanetx.reaction': 'MNXR96078', 'kegg.reaction': 'R00397', 'seed.reaction': 'rxn00279'}	True
ASPA1		{'Lcyst_c': -1.0, 'akg_c': -1.0, 'ac_c': 1.0, 'glu__L_c': 1.0}	{'C_c'}	{'sbo': 'SBO:0000176'}	True
